server is ready at port: 9000
new connection: 192.168.1.138:52620
Recv Rate(Mb/s)	RTT(ms)	Packets Recvd
3.38259		10000	303		
2.85311		10000	245		
2.9106		10000	250		
2.887		10000	248		
2.91163		10000	250		
2.86368		10000	246		
2.88735		10000	248		
2.85319		10000	245		
3.30596		10000	284		
3.44702		10000	296		
4.66986		10000	401		
5.40354		10000	464		
2.56193		10000	220		
2.64355		10000	227		
2.62008		10000	225		
2.64346		10000	227		
2.2234		10000	191		
2.13095		10000	183		
2.06128		10000	177		
2.10773		10000	181		
2.14261		10000	184		
2.18918		10000	188		
2.21247		10000	190		
2.51532		10000	216		
2.80578		10000	241		
2.79473		10000	240		
2.81798		10000	242		
2.80637		10000	241		
2.82969		10000	243		
2.79487		10000	240		
2.49201		10000	214		
2.43376		10000	209		
2.44559		10000	210		
2.89975		10000	249		
2.01438		10000	173		
2.0846		10000	179		
2.08439		10000	179		
1.97934		10000	170		
2.03782		10000	175		
2.01465		10000	173		
2.16603		10000	186		
2.17755		10000	187		
2.17755		10000	187		
2.1776		10000	187		
2.15439		10000	185		
2.21264		10000	190		
2.16594		10000	186		
2.16607		10000	186		
2.36406		10000	203		
2.57364		10000	221		
2.65504		10000	228		
2.8066		10000	241		
2.7942		10000	240		
2.81804		10000	242		
2.78324		10000	239		
2.80647		10000	241		
2.80633		10000	241		
2.51545		10000	216		
2.43381		10000	209		
2.5735		10000	221		
2.80602		10000	241		
2.81789		10000	242		
2.81716		10000	242		
2.8182		10000	242		
2.81758		10000	242		
2.11929		10000	182		
2.02632		10000	174		
2.43393		10000	209		
2.15377		10000	185		
2.11928		10000	182		
2.21207		10000	190		
2.42158		10000	208		
2.4448		10000	210		
2.5956		10000	223		
2.61941		10000	225		
2.5852		10000	222		
3.94778		10000	339		
7.63929		10000	656		
8.95504		10000	769		
7.53458		10000	647		
10.8995		10000	936		
9.85156		10000	846		
3.21284		10000	276		
2.70104		10000	232		
2.09612		10000	180		
2.07193		10000	178		
2.10769		10000	181		
2.03765		10000	175		
2.07279		10000	178		
2.13059		10000	183		
2.18924		10000	188		
2.399		10000	206		
2.59683		10000	223		
2.58517		10000	222		
2.39787		10000	206		
2.22424		10000	191		
2.22323		10000	191		
2.18934		10000	188		
2.08458		10000	179		
2.09611		10000	180		
2.04974		10000	176		
2.03737		10000	175		
2.07211		10000	178		
2.14273		10000	184		
3.00441		10000	258		
2.72381		10000	234		
2.78204		10000	239		
2.67827		10000	230		
2.9929		10000	257		
2.88811		10000	248		
2.84155		10000	244		
2.91108		10000	250		
3.02756		10000	260		
3.88939		10000	334		
4.23877		10000	364		
3.02776		10000	260		
3.13253		10000	269		
2.81804		10000	242		
2.50386		10000	215		
2.77182		10000	238		
2.60738		10000	224		
2.81691		10000	242		
2.53867		10000	218		
2.29412		10000	197		
2.1427		10000	184		
4.42509		10000	380		
6.03229		10000	518		
5.72947		10000	492		
7.97355		10000	685		
7.21936		10000	620		
8.90753		10000	765		
8.57114		10000	735		
7.92729		10000	681		
3.10879		10000	267		
2.364		10000	203		
2.23583		10000	192		
2.15452		10000	185		
2.69015		10000	231		
2.56189		10000	220		
2.03789		10000	175		
2.31731		10000	199		
2.28243		10000	196		
3.14421		10000	270		
4.01762		10000	345		
5.78779		10000	497		
8.72223		10000	749		
9.12924		10000	784		
11.9836		10000	1029		
15.0468		10000	1292		
7.6394		10000	656		
4.20412		10000	361		
2.60864		10000	224		
5.50829		10000	473		
8.02298		10000	689		
9.61888		10000	826		
9.80549		10000	842		
8.99022		10000	772		
14.1725		10000	1217		
26.0026		10000	2233		
15.3715		10000	1320		
11.3411		10000	974		
6.03231		10000	518		
3.00443		10000	258		
2.86472		10000	246		
2.91123		10000	250		
2.92299		10000	251		
2.95803		10000	254		
2.91129		10000	250		
2.9107		10000	250		
2.92282		10000	251		
2.9336		10000	252		
2.9346		10000	252		
2.59699		10000	223		
2.06059		10000	177		
2.22379		10000	191		
2.45709		10000	211		
2.48043		10000	213		
2.469		10000	212		
3.00461		10000	258		
3.31921		10000	285		
6.2884		10000	540		
10.4343		10000	896		
2.04942		10000	176		
2.10775		10000	181		
2.06125		10000	177		
2.5387		10000	218		
2.62022		10000	225		
3.53992		10000	304		
6.06742		10000	521		
4.4484		10000	382		
3.1909		10000	274		
3.78476		10000	325		
2.82962		10000	243		
2.18923		10000	188		
2.0611		10000	177		
2.13082		10000	183		
2.51544		10000	216		
2.55026		10000	219		
2.65527		10000	228		
2.6317		10000	226		
3.53986		10000	304		
6.07817		10000	522		
6.7658		10000	581		
6.90565		10000	593		
7.83736		10000	673		
9.51414		10000	817		
12.505		10000	1074		
13.2622		10000	1139		
9.91053		10000	851		
7.45292		10000	640		
8.24533		10000	708		
9.22293		10000	792		
10.3997		10000	893		
8.05845		10000	692		
9.70045		10000	833		
8.54756		10000	734		
8.96682		10000	770		
11.6565		10000	1001		
11.4352		10000	982		
12.5421		10000	1077		
7.86015		10000	675		
3.93442		10000	338		
3.29543		10000	283		
4.25044		10000	365		
6.35819		10000	546		
6.39324		10000	549		
6.98708		10000	600		
9.77071		10000	839		
10.9226		10000	938		
18.7847		10000	1613		
16.6187		10000	1427		
18.9478		10000	1627		
34.5155		10000	2964		
34.9828		10000	3004		
30.0791		10000	2583		
15.2552		10000	1310		
7.91857		10000	680		
5.43838		10000	467		
7.52104		10000	646		
8.50076		10000	730		
8.77803		10000	754		
4.07574		10000	350		
2.36343		10000	203		
2.09601		10000	180		
2.13095		10000	183		
2.0728		10000	178		
2.39841		10000	206		
2.06032		10000	177		
2.11941		10000	182		
2.91105		10000	250		
3.86632		10000	332		
3.02669		10000	260		
2.98114		10000	256		
2.71265		10000	233		
2.56188		10000	220		
4.4253		10000	380		
9.09495		10000	781		
6.81228		10000	585		
3.87797		10000	333		
2.7937		10000	240		
2.81807		10000	242		
2.11942		10000	182		
2.48042		10000	213		
2.0845		10000	179		
2.01464		10000	173		
2.09605		10000	180		
2.14263		10000	184		
2.10775		10000	181		
2.06119		10000	177		
2.16601		10000	186		
2.04954		10000	176		
2.08451		10000	179		
2.26989		10000	195		
2.68998		10000	231		
3.17917		10000	273		
3.3538		10000	288		
3.41203		10000	293		
5.8572		10000	503		
6.64957		10000	571		
6.75466		10000	580		
8.67632		10000	745		
5.70633		10000	490		
10.201		10000	876		
8.96687		10000	770		
8.48948		10000	729		
4.27375		10000	367		
2.41051		10000	207		
2.6074		10000	224		
2.57346		10000	221		
2.60847		10000	224		
2.64337		10000	227		
3.12087		10000	268		
3.87765		10000	333		
4.6117		10000	396		
4.70458		10000	404		
2.95779		10000	254		
2.13102		10000	183		
2.15431		10000	185		
2.16595		10000	186		
2.58536		10000	222		
2.24751		10000	193		
2.02614		10000	174		
2.13053		10000	183		
2.16522		10000	186		
2.43394		10000	209		
3.90125		10000	335		
3.64419		10000	313		
2.8997		10000	249		
2.32916		10000	200		
2.09607		10000	180		
2.5386		10000	218		
2.74823		10000	236		
2.73653		10000	235		
2.45609		10000	211		
2.23494		10000	192		
2.24704		10000	193		
2.39893		10000	206		
2.15433		10000	185		
2.17762		10000	187		
2.23527		10000	192		
2.56196		10000	220		
2.93467		10000	252		
2.95807		10000	254		
2.96946		10000	255		
2.95782		10000	254		
2.88797		10000	248		
2.04951		10000	176		
2.10777		10000	181		
2.16598		10000	186		
2.25921		10000	194		
2.14264		10000	184		
2.09613		10000	180		
2.1777		10000	187		
2.14199		10000	184		
2.21255		10000	190		
2.17764		10000	187		
2.15436		10000	185		
2.14278		10000	184		
2.03783		10000	175		
2.11943		10000	182		
2.16553		10000	186		
2.09549		10000	180		
2.26988		10000	195		
3.63321		10000	312		
3.05105		10000	262		
3.0744		10000	264		
3.0626		10000	263		
3.07427		10000	264		
3.07426		10000	264		
3.07387		10000	264		
3.07365		10000	264		
3.06259		10000	263		
2.99249		10000	257		
3.03949		10000	261		
3.03892		10000	261		
3.08608		10000	265		
4.20373		10000	361		
2.81713		10000	242		
2.91131		10000	250		
2.94612		10000	253		
2.93377		10000	252		
2.92306		10000	251		
2.95682		10000	254		
2.94525		10000	253		
2.93452		10000	252		
3.07344		10000	264		
3.07341		10000	264		
3.07392		10000	264		
3.0627		10000	263		
3.0743		10000	264		
3.08587		10000	265		
3.0743		10000	264		
3.08616		10000	265		
3.10954		10000	267		
3.05109		10000	262		
3.10937		10000	267		
3.09771		10000	266		
3.0279		10000	260		
3.07394		10000	264		
3.03934		10000	261		
3.01569		10000	259		
2.75986		10000	237		
5.43846		10000	467		
4.36631		10000	375		
3.6449		10000	313		
3.48209		10000	299		
3.4236		10000	294		
3.55161		10000	305		
4.94916		10000	425		
3.34212		10000	287		
3.01601		10000	259		
2.35133		10000	202		
2.19998		10000	189		
2.27017		10000	195		
2.41051		10000	207		
2.58532		10000	222		
2.55042		10000	219		
2.49205		10000	214		
2.39896		10000	206		
2.22338		10000	191		
2.0604		10000	177		
2.0954		10000	180		
2.21195		10000	190		
2.56202		10000	220		
2.57353		10000	221		
2.72502		10000	234		
2.23599		10000	192		
2.14266		10000	184		
2.30573		10000	198		
2.34036		10000	201		
2.23529		10000	192		
2.84102		10000	244		
2.85298		10000	245		
2.39833		10000	206		
2.14182		10000	184		
2.35138		10000	202		
2.22419		10000	191		
2.06128		10000	177		
2.15437		10000	185		
2.03781		10000	175		
2.02617		10000	174		
2.10778		10000	181		
1.9913		10000	171		
2.14268		10000	184		
2.24751		10000	193		
2.07283		10000	178		
2.03789		10000	175		
2.14271		10000	184		
2.07285		10000	178		
2.03705		10000	175		
2.08456		10000	179		
2.08446		10000	179		
2.0613		10000	177		
2.09626		10000	180		
2.08455		10000	179		
2.06086		10000	177		
2.07274		10000	178		
2.08449		10000	179		
2.0373		10000	175		
2.03704		10000	175		
2.07283		10000	178		
2.22311		10000	191		
2.15447		10000	185		
2.13112		10000	183		
2.329		10000	200		
2.58513		10000	222		
2.65522		10000	228		
2.06122		10000	177		
2.22414		10000	191		
2.06132		10000	177		
2.11948		10000	182		
2.06028		10000	177		
2.08446		10000	179		
2.04877		10000	176		
2.13086		10000	183		
2.14282		10000	184		
2.08451		10000	179		
2.1077		10000	181		
2.25914		10000	194		
2.30569		10000	198		
2.01377		10000	173		
2.08461		10000	179		
2.17772		10000	187		
2.10694		10000	181		
2.1767		10000	187		
1.97928		10000	170		
2.10774		10000	181		
2.13103		10000	183		
2.02564		10000	174		
2.09609		10000	180		
2.08386		10000	179		
2.14228		10000	184		
2.32901		10000	200		
2.10765		10000	181		
2.07191		10000	178		
2.09603		10000	180		
2.34062		10000	201		
2.69		10000	231		
2.77116		10000	238		
2.86468		10000	246		
2.86469		10000	246		
2.85296		10000	245		
2.84144		10000	244		
2.98126		10000	256		
2.99262		10000	257		
2.99289		10000	257		
3.0046		10000	258		
2.99282		10000	257		
2.98095		10000	256		
2.99284		10000	257		
2.96963		10000	255		
2.2941		10000	197		
2.16591		10000	186		
2.25914		10000	194		
2.04956		10000	176		
2.13105		10000	183		
2.13062		10000	183		
2.02619		10000	174		
2.04946		10000	176		
2.23528		10000	192		
2.48038		10000	213		
2.60753		10000	224		
2.6667		10000	229		
2.43383		10000	209		
2.63176		10000	226		
2.66669		10000	229		
2.75989		10000	237		
3.26062		10000	280		
3.07427		10000	264		
2.37557		10000	204		
2.78205		10000	239		
2.79386		10000	240		
2.77142		10000	238		
2.86483		10000	246		
2.27074		10000	195		
2.18884		10000	188		
2.24759		10000	193		
2.06115		10000	177		
2.32897		10000	200		
2.67748		10000	230		
2.70056		10000	232		
2.79365		10000	240		
2.95801		10000	254		
3.91187		10000	336		
7.15018		10000	614		
11.0397		10000	948		
5.79921		10000	498		
3.00436		10000	258		
3.05087		10000	262		
3.08604		10000	265		
3.07437		10000	264		
3.05126		10000	262		
3.10926		10000	267		
3.10925		10000	267		
3.10922		10000	267		
3.10931		10000	267		
3.10897		10000	267		
3.10938		10000	267		
3.0976		10000	266		
3.12096		10000	268		
3.10917		10000	267		
3.09766		10000	266		
3.12098		10000	268		
3.30727		10000	284		
2.9231		10000	251		
2.91134		10000	250		
2.91122		10000	250		
2.79497		10000	240		
2.11955		10000	182		
2.11941		10000	182		
2.08364		10000	179		
2.13113		10000	183		
2.15443		10000	185		
2.3989		10000	206		
2.21252		10000	190		
2.07296		10000	178		
2.14164		10000	184		
2.06112		10000	177		
2.03795		10000	175		
2.07282		10000	178		
2.06118		10000	177		
2.07283		10000	178		
2.35229		10000	202		
2.13038		10000	183		
2.08445		10000	179		
2.06136		10000	177		
2.26965		10000	195		
2.29294		10000	197		
2.14263		10000	184		
2.15445		10000	185		
2.04943		10000	176		
2.57354		10000	221		
2.61926		10000	225		
2.49107		10000	214		
2.27087		10000	195		
