connect
finished connect
SendRate(Mb/s)	RTT(ms)	CTotal	Loss	RecvACK	RecvNAK
1	5.8921	2.71947	537	5
2	3.79677	2.91728	863	5
3	2.56224	4.88941	1083	5
4	2.34096	3.81694	1284	5
5	2.2245	3.06018	1475	5
6	2.35255	3.8031	1677	5
7	2.30596	5.49147	1875	5
8	4.42561	3.34137	2255	5
9	4.61206	3.49228	2651	45
10	7.34902	5.46985	3282	63
11	8.26895	4.61483	3992	63
12	6.77832	8.38453	4574	63
13	5.63685	4.34169	5058	63
14	9.28214	6.15817	5855	63
15	7.7912	15.2107	6524	65
16	4.42548	4.28249	6904	65
17	6.94138	4.33585	7500	65
18	6.7434	3.97108	8079	65
19	7.30255	17.2495	8706	68
20	7.95449	3.36395	9389	70
21	4.63531	5.30832	9787	70
22	3.29599	3.73983	10070	70
23	2.65542	7.45984	10298	70
24	3.28427	3.92435	10580	70
25	2.15461	6.5211	10765	70
26	2.21286	4.61756	10955	70
27	2.29438	7.4103	11152	70
28	3.80844	5.10443	11479	70
29	6.75533	3.68408	12059	70
30	6.5102	3.8904	12618	70
31	7.47695	2.70687	13260	70
32	7.3487	6.66727	13891	70
33	8.97955	6.13365	14662	79
34	8.30386	6.59226	15375	79
35	8.89802	3.53732	16139	80
36	11.0642	2.7109	17089	82
37	9.29401	4.46851	17887	82
38	14.5233	17.3539	19134	82
39	15.2227	10.4217	20441	84
40	14.6285	5.15622	21697	86
41	10.7729	4.66541	22622	96
42	12.1354	10.0684	23664	99
43	11.1457	13.7394	24621	99
44	10.1558	6.21684	25493	100
45	10.3188	8.00326	26379	100
46	11.4136	6.92473	27359	100
47	9.30582	8.85346	28158	153
48	12.846	43.7281	29261	158
49	15.6411	6.25883	30604	158
50	18.3197	108.327	32177	158
51	18.157	234.47	33736	158
52	14.733	274.862	35001	261
53	7.35946	170.418	35633	281
54	13.3346	273.737	36778	356
55	30.3713	776.967	39386	357
56	17.4318	264.17	40883	2519
57	18.1093	92.5966	42438	2561
58	17.1088	12.532	43907	2561
59	20.3573	365.655	45655	2699
60	18.4483	284.649	47239	2997
61	20.054	65.1314	48961	3498
62	17.398	234.316	50455	3507
63	20.7879	86.83	52240	4194
64	20.4736	151.342	53998	4215
65	20.6485	199.892	55771	4331
66	19.8435	162.956	57475	4566
67	21.743	541.793	59342	4974
68	20.4734	129.041	61100	5730
69	20.4391	187.568	62855	5772
70	19.6945	131.121	64546	5883
71	17.5607	120.431	66054	6049
72	19.1807	166.116	67701	6147
73	15.3155	158.98	69016	6150
74	19.612	160.301	70700	6255
75	15.6516	651.406	72044	6382
76	19.9385	206.55	73756	7359
77	17.6569	19.8143	75272	7418
78	16.1074	26.8747	76655	7426
79	17.715	14.8714	78176	7426
80	16.6434	8.11184	79605	7426
81	23.096	8.99914	81588	7431
82	25.4014	112.763	83769	7533
83	26.1241	163.693	86012	7918
84	24.5168	79.5992	88117	8597
85	22.5595	13.1867	90054	8823
86	16.5854	5.70398	91478	8844
87	6.12614	8.01485	92004	8845
88	2.7719	4.16242	92242	8845
89	3.00484	5.97881	92500	8888
90	3.14454	7.48156	92770	8888
91	2.53896	3.81574	92988	8888
92	4.41407	4.64459	93367	8888
93	2.70202	6.855	93599	8888
94	2.24779	3.76867	93792	8888
95	2.27111	4.03758	93987	8888
96	2.30599	3.63074	94185	8888
97	2.10804	4.04991	94366	8888
98	2.28274	6.08545	94562	8890
99	2.63215	2.76111	94788	8890
100	2.66709	3.26962	95017	8890
101	2.13133	3.93915	95200	8890
102	1.96825	3.72214	95369	8890
103	2.21285	2.92151	95559	8890
104	2.37587	3.70783	95763	8890
105	2.84178	5.35819	96007	8890
106	2.24771	3.80646	96200	8890
107	2.14299	7.58046	96384	8890
108	2.31764	15.6719	96583	8891
109	2.27108	3.71368	96778	8891
110	2.10805	10.1807	96959	8891
111	3.57552	7.09349	97266	8891
112	2.98155	5.0539	97522	8891
113	3.19118	3.45527	97796	8891
114	2.2827	5.12589	97992	8892
115	2.21285	7.0399	98182	8892
116	2.04982	5.50453	98358	8892
117	2.37588	4.33869	98562	8892
118	4.01804	2.9052	98907	8896
119	5.83497	4.31036	99408	8897
120	4.19268	4.13976	99768	8897
121	2.67871	7.18708	99998	8897
122	2.30604	7.49597	100196	8897
123	2.24779	3.52732	100389	8897
124	3.12126	6.27751	100657	8897
125	2.5273	3.86504	100874	8897
126	2.17786	5.44138	101061	8897
127	2.10802	3.474	101242	8897
128	2.74859	8.45065	101478	8897
129	4.01804	5.24787	101823	8897
130	2.66706	4.96276	102052	8897
131	2.70201	4.74426	102284	8897
132	2.96982	3.9087	102539	8897
133	2.702	3.40848	102771	8897
134	3.23776	10.5208	103049	8897
135	4.54217	2.74325	103439	8897
136	6.37071	3.1228	103986	8898
137	10.412	28.0229	104880	8905
138	9.61982	3.96273	105706	8908
139	7.7686	6.88309	106373	8908
140	6.60365	6.09195	106940	8908
141	5.97453	6.52739	107453	8908
142	4.83334	3.99175	107868	8908
143	4.0064	5.45055	108212	8908
144	4.76329	3.86208	108621	8908
145	4.78676	3.08505	109032	8908
146	8.59519	32.9809	109770	8908
147	9.58507	15.9603	110593	8908
148	6.06786	3.58258	111114	8910
149	2.34099	3.66423	111315	8910
150	4.26262	4.3311	111681	8910
151	6.1263	2.67067	112207	8910
152	5.42733	3.26992	112673	8910
153	5.77671	6.64591	113169	8910
154	5.4623	4.71663	113638	8911
155	4.01801	3.55739	113983	8911
156	3.55212	3.46504	114288	8911
157	4.02969	3.34523	114634	8911
158	6.37053	6.33223	115181	8914
159	8.2689	10.9124	115891	8920
160	9.44516	4.94515	116702	8928
161	8.74638	6.48714	117453	8928
162	11.7165	9.79478	118459	8930
163	12.5425	29.3688	119536	8930
164	9.96898	5.598	120392	8930
165	10.6913	2.95906	121310	8930
166	4.90321	8.20564	121731	8930
167	6.38231	9.17672	122279	8930
168	4.53016	7.35362	122668	8930
169	2.50407	6.08663	122883	8930
170	4.07635	4.86277	123233	8945
171	3.93648	6.80513	123571	8945
172	6.4171	9.05867	124122	8945
173	11.0174	4.06802	125068	8956
174	10.8076	2.81592	125996	8958
175	13.3118	9.14612	127139	8979
176	12.8458	6.30276	128242	8982
177	7.39561	2.79558	128877	8982
178	7.4655	4.44443	129518	8986
179	6.61537	3.33965	130086	8986
180	8.56012	8.1988	130821	8986
181	8.01234	3.04791	131509	8986
182	6.19594	3.5334	132041	8987
183	5.71835	3.67851	132532	8987
184	3.87834	5.17353	132865	8987
185	4.01803	5.77266	133210	8988
186	3.38903	7.23849	133501	8988
187	4.16947	2.96381	133859	8988
188	4.77489	5.22798	134269	8988
189	5.50868	4.16795	134742	8988
190	8.6884	4.07301	135488	8988
191	9.23576	4.95549	136281	8988
192	9.14215	4.97094	137066	8988
193	9.16606	12.0114	137853	8988
194	10.4814	2.75449	138753	8988
195	7.60516	13.1104	139406	8994
196	10.901	4.52708	140342	8994
197	12.73	10.0023	141435	8994
198	14.8598	8.71966	142711	8994
199	14.0107	4.10012	143914	8994
200	15.2219	9.65852	145221	8994
201	24.0032	94.397	147282	8994
202	22.6172	103.258	149224	8994
203	20.3109	136.483	150968	9177
204	20.1597	167.42	152699	9500
205	20.8236	298.422	154487	9697
206	17.2718	15.6005	155970	9845
207	13.6615	47.1442	157143	9850
208	11.1229	7.64682	158098	9860
209	11.1459	10.7261	159055	9860
210	9.36361	5.37598	159859	9863
211	10.0744	6.1095	160724	9867
212	9.14221	38.3655	161509	9867
213	9.88755	8.04413	162358	9874
214	6.60355	8.20265	162925	9875
215	8.10608	4.235	163621	9875
216	8.30389	14.0276	164334	9875
217	6.31246	15.6346	164876	9875
218	6.96491	9.42465	165474	9878
219	8.25712	15.7516	166183	9878
220	12.1358	15.1987	167225	9878
221	13.6029	441.57	168393	9900
222	13.2531	248.98	169531	9944
223	13.3236	25.5591	170675	10122
224	11.3089	6.61087	171646	10122
225	8.50236	6.01156	172376	10122
226	11.6465	21.086	173376	10123
227	13.1141	6.45085	174502	10127
228	5.41542	4.43097	174967	10127
229	3.34259	6.0025	175254	10127
230	3.09799	5.12427	175520	10127
231	2.55057	3.59705	175739	10127
232	2.25946	5.30234	175933	10127
233	2.46906	3.50334	176145	10127
234	2.27106	6.46018	176340	10127
235	2.37587	6.45702	176544	10127
236	4.25095	6.12768	176909	10127
237	4.32087	5.06128	177280	10127
238	3.70354	4.69055	177598	10127
239	2.30609	4.67342	177796	10127
240	2.23592	3.88263	177988	10127
241	2.01485	4.18933	178161	10127
242	1.8984	5.46975	178324	10127
243	4.47221	4.05735	178708	10127
244	4.98479	6.73159	179136	10127
245	3.08635	3.31317	179401	10127
246	2.77182	5.942	179639	10127
247	2.31767	6.33029	179838	10127
248	2.36416	7.05566	180041	10127
249	3.02802	4.18389	180301	10127
250	4.48395	3.80137	180686	10127
251	8.66492	3.58204	181430	10141
252	7.65153	7.16668	182087	10142
253	8.72305	13.2309	182836	10143
254	9.65481	3.7155	183665	10155
255	4.86825	4.42693	184083	10155
256	5.53212	11.1626	184558	10155
257	4.4721	11.5356	184942	10158
258	3.7616	4.07653	185265	10158
259	3.12124	3.00844	185533	10158
260	4.01786	7.2448	185878	10158
261	3.50561	4.91381	186179	10158
262	2.46909	6.56958	186391	10158
263	2.24774	3.48276	186584	10158
264	2.72526	4.28584	186818	10158
265	2.37601	4.81639	187022	10158
266	4.55374	5.3497	187413	10158
267	4.379	3.81696	187789	10158
268	4.53044	3.67378	188178	10160
269	2.57381	10.5813	188399	10160
270	3.05135	4.18578	188661	10160
271	2.30597	5.21475	188859	10160
272	3.95994	3.16161	189199	10161
273	3.61031	5.91214	189509	10161
274	2.5972	4.12865	189732	10161
275	3.27263	3.20362	190013	10161
276	5.28755	2.81797	190467	10161
277	3.79676	3.90603	190793	10161
278	2.23611	6.88604	190985	10161
279	2.18964	8.06089	191173	10161
280	2.15458	3.9153	191358	10161
281	1.7935	5.34307	191512	10161
282	2.31769	4.75901	191711	10161
283	2.36422	5.8435	191914	10161
284	2.08475	4.82603	192093	10161
285	2.13127	4.63155	192276	10161
286	1.95668	3.64491	192444	10161
287	2.24748	5.36138	192637	10161
288	3.28428	2.86763	192919	10161
289	3.05124	2.8926	193181	10161
290	2.1546	3.23031	193366	10161
291	2.67872	4.13425	193596	10161
292	2.22456	3.6393	193787	10161
293	1.96835	3.96133	193956	10162
294	2.09636	3.98799	194136	10162
295	2.60892	5.78443	194360	10162
296	3.71527	3.29029	194679	10162
297	2.94658	4.85589	194932	10162
298	2.92329	3.01384	195183	10184
299	2.70192	12.8595	195415	10205
300	3.72705	3.33868	195735	10205
301	2.5855	2.94689	195957	10205
302	2.15462	4.99301	196142	10205
303	2.09638	7.92573	196322	10205
304	2.62049	5.20631	196547	10205
305	2.7369	3.39452	196782	10205
306	5.45047	3.7563	197250	10205
307	5.0315	3.34654	197682	10205
308	4.54197	5.28759	198072	10205
309	4.53052	3.78066	198461	10205
310	5.40401	7.29612	198925	10205
311	4.51883	3.18391	199313	10205
312	7.66353	16.7848	199971	10205
313	7.03439	7.93732	200575	10205
314	6.41729	3.29544	201126	10206
315	4.64711	3.8341	201525	10208
316	4.44892	4.17086	201907	10209
317	5.06618	10.0481	202342	10209
318	5.38055	4.03728	202804	10209
319	7.48902	4.93535	203447	10209
320	12.5079	4.09574	204521	10211
321	14.5928	13.4983	205774	10217
322	12.1357	4.26659	206816	10217
323	8.00101	5.46949	207503	10218
324	5.40402	4.27464	207967	10262
325	4.5189	3.89084	208355	10262
326	5.15945	7.0485	208798	10262
327	6.39371	6.44354	209347	10262
328	4.85645	5.15336	209764	10262
329	3.26098	5.33145	210044	10263
330	2.41085	5.82534	210251	10263
331	2.77189	11.8415	210489	10263
332	2.46908	6.38743	210701	10274
333	4.47227	3.54932	211085	10274
334	3.91321	5.0699	211421	10274
335	2.62039	7.00032	211646	10274
336	2.00318	5.50025	211818	10274
337	2.13133	6.03895	212001	10274
338	2.178	4.74049	212188	10274
