1,5.01639,5.6541,521,0
2,9.08413,3.33564,1301,1
3,6.8365,5.39982,1888,1
4,6.35904,3.99812,2434,1
5,5.48543,2.08499,2905,1
6,2.7253,8.76339,3139,1
7,2.64378,6.17148,3366,1
8,2.14296,3.27008,3550,1
9,2.16626,3.14655,3736,1
10,2.08466,9.90434,3915,1
11,2.04975,3.41323,4091,1
12,4.53037,9.6831,4480,36
13,4.87983,4.23072,4899,36
14,2.91159,5.04754,5149,36
15,2.15462,5.26322,5334,36
16,3.1213,3.40214,5602,36
17,2.11967,6.37268,5784,36
18,2.01481,2.7126,5957,36
19,2.13132,4.77274,6140,36
20,3.10966,3.31684,6407,36
21,2.95823,3.77211,6661,36
22,2.27108,4.51376,6856,36
23,2.13133,4.81837,7039,36
24,2.13126,3.74836,7222,36
25,2.39919,6.93339,7428,38
26,2.5622,2.83885,7648,38
27,2.53896,4.19532,7866,55
28,2.76024,3.34047,8103,55
29,2.32929,4.7081,8303,73
30,2.5622,3.53301,8523,73
31,3.38903,3.28594,8814,93
32,3.7502,3.2827,9136,93
33,4.67019,7.04477,9537,93
34,3.20278,12.8349,9812,93
35,6.05607,4.39918,10332,93
36,4.12297,2.95983,10686,93
37,5.49718,9.90474,11158,93
38,3.5988,4.69487,11467,93
39,4.13454,10.6345,11822,93
40,3.84353,4.56282,12152,93
41,5.19429,26.2664,12598,93
42,4.47211,5.35286,12982,93
43,2.27103,22.4166,13177,93
44,2.21284,8.50991,13367,94
45,2.67871,10.6013,13597,94
46,2.53897,11.4141,13815,94
47,2.62039,31.9486,14040,94
48,2.25939,6.60312,14234,94
49,2.69037,4.1257,14465,95
50,2.25937,5.67716,14659,95
51,2.7952,4.72924,14899,97
52,2.34096,3.83662,15100,125
53,2.32928,4.87194,15300,125
54,3.20274,3.69975,15575,126
55,4.2395,6.21273,15939,126
56,6.14933,3.16622,16467,130
57,6.78987,3.37784,17050,130
58,4.14606,6.54353,17406,130
59,3.90158,3.27848,17741,130
60,2.55046,2.74874,17960,130
61,4.35572,2.88452,18334,130
62,5.77667,3.52288,18830,131
63,4.90321,3.25807,19251,131
64,2.83012,4.12763,19494,131
65,2.2245,2.34795,19685,138
66,3.10959,4.58209,19952,138
67,2.15458,4.33444,20137,138
68,2.04979,3.99014,20313,138
69,2.08474,3.79368,20492,138
70,2.14298,3.88835,20676,138
71,2.15457,4.3436,20861,149
72,3.20284,14.8498,21136,149
73,2.23623,2.91728,21328,149
74,2.49239,3.53451,21542,149
75,2.16627,3.59009,21728,149
76,2.32931,5.89481,21928,150
77,2.69036,3.16749,22159,150
78,2.64372,2.86208,22386,168
79,2.702,3.78756,22618,168
80,4.57692,10.6317,23011,168
81,3.59871,3.02865,23320,168
82,2.80675,3.09022,23561,168
83,2.62046,3.08078,23786,168
84,1.95657,25.4234,23954,177
85,2.94658,4.84244,24207,197
86,3.12129,9.77228,24475,249
87,2.44578,3.17533,24685,249
88,4.13454,3.78582,25040,249
89,6.51044,7.82286,25599,249
90,9.35201,3.67929,26402,249
91,7.57028,2.91703,27052,249
92,10.2141,7.45932,27929,249
93,7.52341,3.01239,28575,255
94,4.7984,4.56304,28987,259
95,3.40075,3.91213,29279,259
96,2.92324,16.3817,29530,259
97,3.91325,3.73984,29866,259
98,5.50869,5.39123,30339,259
99,7.01125,2.36574,30941,259
100,8.6418,2.92122,31683,259
101,10.3658,4.83818,32573,259
102,11.1457,102.485,33530,259
103,12.1812,303.077,34576,259
104,11.8671,177.12,35595,259
105,11.6116,3.02548,36592,259
106,8.14098,6.54654,37291,259
107,7.6751,13.7988,37950,259
108,7.27921,3.75776,38575,259
109,14.0924,5.29391,39785,259
110,19.8218,35.1851,41487,259
111,17.1309,3.11179,42958,259
112,8.28089,2.63653,43669,259
113,4.67026,2.81649,44070,266
114,2.95818,6.58434,44324,266
115,2.29434,8.01348,44521,266
116,2.43416,3.61171,44730,279
117,2.34093,2.8379,44931,279
118,4.00645,4.32176,45275,279
119,9.15396,16.7539,46061,280
120,7.31399,3.25389,46689,343
121,5.369,17.1399,47150,343
122,4.72841,2.82665,47556,343
123,4.30922,4.41668,47926,343
124,4.41404,2.80386,48305,414
125,3.38916,3.16353,48596,414
126,2.92323,6.79623,48847,414
127,5.52045,4.57468,49321,414
128,6.24225,4.88459,49857,414
129,4.18112,12.6884,50216,414
130,6.9181,4.59163,50810,414
131,12.1707,3.76236,51855,414
132,8.99093,3.84402,52627,417
133,3.36583,3.52149,52916,417
134,2.22444,6.28577,53107,417
135,2.63213,17.2438,53333,434
136,2.49238,6.94717,53547,434
137,2.22449,3.46481,53738,434
138,1.81683,3.29125,53894,434
139,2.17791,3.80604,54081,434
140,2.00322,16.3949,54253,447
141,2.01486,3.20168,54426,459
142,2.18956,2.79096,54614,459
143,2.09636,6.83007,54794,470
144,2.63213,3.45405,55020,488
145,2.60884,4.59224,55244,488
146,3.83176,5.40603,55573,488
147,6.47551,3.74586,56129,488
148,5.8233,4.24584,56629,489
149,9.50354,13.4117,57445,496
150,6.49867,3.73305,58003,502
151,5.25255,7.40001,58454,507
152,6.04457,7.67303,58973,507
153,5.83488,8.99913,59474,507
154,3.49396,5.8836,59774,507
155,4.02972,2.80068,60120,507
156,2.21281,7.51861,60310,507
157,3.90162,5.70924,60645,507
158,4.07631,5.37734,60995,508
159,4.81005,3.55471,61408,508
160,2.36427,5.20036,61611,508
161,2.31767,3.04714,61810,508
162,2.16622,6.53766,61996,508
163,2.00322,3.17882,62168,508
164,2.10799,3.86281,62349,523
165,2.69037,29.9601,62580,551
166,3.17952,4.40798,62853,551
167,4.2859,3.73195,63221,551
168,5.25267,2.87577,63672,551
169,6.07947,6.65017,64194,554
170,5.8466,3.42912,64696,554
171,8.7466,3.60382,65447,559
172,6.63848,2.86099,66017,559
173,4.68182,4.06154,66419,563
174,5.32231,3.54977,66876,563
175,7.76819,6.92722,67543,565
176,5.46217,2.30519,68012,565
177,3.36587,8.50281,68301,565
178,2.38755,4.39698,68506,565
179,2.143,6.27383,68690,565
180,2.37589,2.885,68894,565
181,2.2478,4.12353,69087,565
182,2.25944,6.24115,69281,565
183,2.81844,6.24923,69523,568
184,2.20114,4.56092,69712,577
185,2.31767,3.08368,69911,577
186,2.2361,3.75617,70103,577
187,2.25942,13.1766,70297,590
188,3.78507,5.14036,70622,635
189,3.7502,2.36182,70944,635
190,3.03971,9.90167,71205,635
191,3.02811,8.14685,71465,635
192,2.10803,7.07043,71646,635
193,3.29597,2.46633,71929,649
194,4.00642,4.47727,72273,652
195,3.90151,3.17579,72608,652
196,4.41387,3.76908,72987,652
197,2.93486,4.69055,73239,672
198,2.20121,3.42492,73428,672
199,2.15462,2.71541,73613,672
200,2.0731,6.71345,73791,672
201,2.31755,6.60883,73990,672
202,2.50395,6.77984,74205,672
203,2.16624,4.12625,74391,672
204,3.1329,4.23718,74660,672
205,5.28754,6.72236,75114,672
206,5.13616,2.56044,75555,675
207,6.87149,26.8178,76145,675
208,6.59164,26.0181,76711,675
209,4.40238,5.13344,77089,677
210,3.7966,4.27765,77415,677
211,3.33073,3.27787,77701,677
212,2.63204,51.1125,77927,690
213,2.23613,5.69715,78119,690
214,2.1895,4.9221,78307,690
215,2.88835,3.42878,78555,690
216,2.1779,5.94867,78742,690
217,2.45739,4.83341,78953,690
218,2.44571,6.39258,79163,690
219,2.11967,2.40493,79345,690
220,2.35252,6.0314,79547,690
221,2.06144,6.61203,79724,690
222,2.38753,7.20869,79929,690
223,2.64378,2.89159,80156,691
224,3.44742,3.35074,80452,691
225,3.42423,2.95853,80746,691
226,3.63374,10.3422,81058,723
227,3.45902,4.26869,81355,724
228,3.73856,3.16871,81676,724
229,2.17788,3.90277,81863,724
230,2.43415,5.05918,82072,738
231,2.31768,4.01858,82271,738
232,2.17782,3.15923,82458,738
233,2.03815,5.52902,82633,753
234,2.08474,3.83387,82812,753
235,2.60884,22.1033,83036,774
236,2.18956,15.8889,83224,810
237,2.95824,21.4772,83478,812
238,3.64552,4.18946,83791,834
239,3.34242,3.28146,84078,834
