1,10.8
2,8.64
3,4.96
4,5.16
5,6.64
6,10.9
7,5.54
8,5.31
9,10.4
10,8.08
11,7.16
12,8.04
13,4.79
14,4.76
15,12.1
16,7.02
17,7.14
18,6.35
19,10.1
20,27.2
21,10.4
22,7.70
23,77.7
24,8.32
25,26.8
26,6.88
27,7.87
28,8.16
29,16.8
30,5.73
31,5.99
32,6.47
33,6.37
34,6.66
35,5.55
36,4.64
37,4.72
38,15.6
39,4.96
40,5.23
41,6.39
42,6.47
43,17.8
44,6.82
45,5.05
46,6.93
47,11.4
48,9.53
49,8.65
50,5.80
51,10.0
52,19.9
53,5.73
54,10.9
55,8.87
56,7.20
57,12.1
58,7.39
59,9.18
60,7.66
61,18.2
62,4.99
63,12.0
64,8.05
65,15.6
66,8.02
67,9.60
68,7.66
69,4.04
70,11.3
71,4.90
72,5.34
73,8.37
74,4.79
75,6.09
76,8.65
77,4.84
78,9.65
79,8.50
80,9.51
81,6.24
82,5.43
83,4.57
84,15.0
85,8.06
86,12.9
87,9.74
88,5.92
89,6.89
90,8.52
91,5.53
92,5.59
93,9.36
94,5.03
95,9.41
96,4.81
97,12.5
98,10.0
99,7.68
100,5.94
101,8.83
102,6.20
103,7.28
104,60.0
105,5.89
106,5.19
107,16.4
108,13.0
109,25.0
110,4.85
111,12.3
112,7.89
113,8.84
114,5.81
115,4.70
116,14.8
117,7.75
118,9.51
119,8.45
120,16.2
121,18.1
122,5.59
123,10.2
124,5.17
125,7.90
126,5.51
127,4.78
128,5.08
129,5.71
130,15.5
131,6.52
132,7.61
133,5.58
134,5.44
135,7.74
136,8.85
137,14.6
138,11.0
139,23.0
140,15.0
141,9.95
142,19.3
143,7.91
144,6.88
145,8.58
146,4.97
147,6.55
148,7.19
149,70.9
150,5.84
151,5.80
152,4.80
153,9.81
154,5.62
155,4.85
156,7.54
157,5.68
158,5.55
159,7.27
160,10.7
161,14.2
162,8.69
163,10.2
164,5.58
165,6.06
166,5.02
167,12.9
168,18.3
169,4.75
170,5.17
171,5.61
172,9.02
173,5.99
174,6.14
175,7.61
176,14.8
177,6.90
