1,5.09
2,4.69
3,5.39
4,6.10
5,4.68
6,3.65
7,4.69
8,23.7
9,10.2
10,11.0
11,8.06
12,5.23
13,28.3
14,4.43
15,5.29
16,3.64
17,8.65
18,4.84
19,7.67
20,5.89
21,5.98
22,5.25
23,35.1
24,4.99
25,5.56
26,6.36
27,8.43
28,5.08
29,5.24
30,5.77
31,5.51
32,10.9
33,5.45
34,7.35
35,9.53
36,10.6
37,4.54
38,7.72
39,5.34
40,5.68
41,15.6
42,6.13
43,7.05
44,5.08
45,8.61
46,18.9
47,4.78
48,6.27
49,4.46
50,5.52
51,6.28
52,12.2
53,5.55
54,7.39
55,13.6
56,4.67
57,9.05
58,18.7
59,9.34
60,5.20
61,4.66
62,12.6
63,5.64
64,7.64
65,6.23
66,3.91
67,9.24
68,5.32
69,5.60
70,6.36
71,8.87
72,6.48
73,14.0
74,6.53
75,3.96
76,5.37
77,10.0
78,5.04
79,5.36
80,5.71
81,15.4
82,6.99
83,5.27
84,3.74
85,4.27
86,5.31
87,10.9
88,5.03
89,5.05
90,4.58
91,7.62
92,10.8
93,7.32
94,5.36
95,5.97
96,8.14
97,11.6
98,12.6
99,9.40
100,8.24
101,5.31
102,4.35
103,8.22
104,10.5
105,7.34
106,5.48
107,7.21
108,6.54
109,48.5
110,94.3
111,16.2
112,9.02
113,5.30
114,12.3
115,9.28
116,11.6
117,18.3
118,6.03
119,10.3
120,6.40
121,7.40
122,8.42
123,7.37
124,7.73
125,4.93
126,13.0
127,5.04
128,9.60
129,7.55
130,4.97
131,4.75
132,13.8
133,5.57
134,6.08
135,4.54
136,6.25
137,13.7
138,11.7
139,4.58
140,4.65
141,6.97
142,4.73
143,9.20
144,7.89
145,7.46
146,6.68
147,8.43
148,4.23
149,5.62
150,6.31
151,7.13
152,3.73
153,7.83
154,6.98
155,18.7
156,5.61
157,47.9
158,35.1
159,13.3
160,13.3
161,9.78
162,4.64
163,8.89
164,9.19
165,10.0
166,7.64
167,8.97
168,5.78
169,12.8
170,4.21
171,5.21
172,6.55
173,11.9
174,6.47
175,4.66
176,6.12
177,5.57
178,5.04
179,8.41
180,4.61
181,5.75
182,8.51
183,5.08
184,4.81
185,6.45
186,4.44
187,7.62
188,4.32
189,4.69
190,6.16
191,8.47
192,5.19
193,5.07
194,5.39
195,4.23
196,6.85
197,5.17
198,8.99
199,6.94
200,6.60
201,5.19
202,6.01
203,5.55
204,7.81
205,11.4
206,5.76
207,7.41
208,9.79
209,5.37
210,31.3
211,4.95
212,8.06
213,4.98
214,16.9
215,4.28
216,8.58
217,7.57
218,5.00
219,27.1
220,8.02
221,4.20
222,6.61
223,11.3
224,4.01
225,5.91
226,8.01
227,7.05
228,5.14
229,4.28
230,6.34
231,4.60
232,12.5
233,5.25
234,6.05
235,5.47
236,4.45
237,22.7
238,5.00
239,4.30
240,4.27
241,5.56
242,6.69
243,4.02
244,10.7
245,7.88
246,5.67
247,5.42
248,5.39
249,6.08
250,8.40
251,6.58
252,5.60
253,5.34
254,5.48
255,10.7
256,5.18
257,5.66
258,6.33
259,5.93
260,12.1
261,9.35
262,5.51
263,5.80
264,14.6
265,10.4
266,4.49
267,4.24
268,4.01
269,13.1
270,9.33
271,5.96
272,4.96
273,10.8
274,3.53
275,4.88
276,9.78
277,5.05
278,7.17
279,8.75
280,4.63
281,5.11
282,9.20
283,9.36
284,14.3
285,4.46
286,11.3
287,11.4
288,5.29
289,6.08
290,12.4
291,20.8
292,11.9
293,4.93
294,6.03
295,7.86
296,8.46
297,4.28
298,4.95
299,8.28
300,10.1
301,10.6
302,11.8
303,6.21
304,4.56
305,43.8
306,19.4
307,21.3
308,8.10
309,9.42
310,44.9
311,5.45
312,4.29
313,9.30
314,7.93
315,7.24
316,12.9
317,15.8
318,5.22
319,19.7
320,8.36
321,8.59
322,24.2
323,8.32
324,5.85
325,7.87
326,5.18
327,5.58
328,13.9
329,5.73
330,7.88
331,10.6
332,33.9
333,119
335,109
336,441
