192,7.88 
193,6.96 
194,5.96 
195,10.7 
196,15.1 
197,16.3 
198,8.93 
199,31.7 
200,36.6 
201,49.3 
202,228 
203,25.8 
204,16.3 
205,1352 
206,327 
207,42.8 
208,8.88 
209,8.57 
210,9.87 
211,26.8 
212,7.50 
213,8.78 
214,7.15 
215,16.2 
216,15.5 
217,9.63 
218,109 
219,52.7 
220,24.5 
221,22.0 
222,14.3 
223,6.66 
224,19.9 
225,16.3 
226,10.4 
227,10.7 
228,5.47 
229,4.50 
230,12.9 
231,5.25 
232,4.52 
233,7.48 
234,13.6 
235,6.79 
236,5.89 
237,10.3 
238,5.68 
239,5.41 
240,3.53 
241,15.6 
242,5.58 
243,7.17 
244,4.48 
245,4.99 
246,10.3 
247,4.59 
248,12.3 
249,29.7 
250,7.35 
251,20.4 
252,4.66 
253,5.31 
254,11.1 
255,4.08 
256,4.56 
257,12.8 
258,8.88 
259,6.10 
260,4.92 
261,4.77 
262,5.69 
263,8.03 
264,5.34 
265,7.86 
266,8.40 
267,5.60 
268,5.05 
269,4.94 
270,6.69 
271,6.89 
272,6.52 
273,8.61 
274,4.21 
275,8.08 
276,8.30 
277,5.10 
278,5.52 
279,5.20 
280,11.1 
281,6.11 
282,7.30 
283,4.06 
284,6.03 
285,2624 
286,1613 
287,590 
288,5.46 
289,5.76 
290,9.38 
291,11.1 
292,6.71 
293,4.89 
294,6.13 
295,6.35 
296,9.37 
297,7.89 
298,4.74 
299,11.1 
300,12.9 
301,4.37 
302,7.64 
303,4.85 
304,8.96 
305,6.84 
306,11.2 
307,5.47 
308,4.96 
309,11.1 
310,6.31 
311,5.66 
312,7.91 
313,4.90 
314,9.85 
315,5.98 
316,6.80 
317,6.74 
318,13.9 
319,18.5 
320,8.62 
321,8.62 
322,5.17 
323,13.0 
324,10.0 
325,8.05 
326,6.32 
327,14.8 
328,11.2 
329,11.4 
330,4.90 
331,5.27 
332,6.03 
333,10.0 
334,6.12 
335,4.82 
336,15.6 
337,10.4 
338,5.99 
339,7.67 
340,7.76 
341,8.12 
342,6.69 
343,11.7 
344,3.80 
345,5.62 
346,11.0 
347,7.13 
348,6.36 
349,9.01 
350,5.18 
351,20.3 
352,15.2 
353,6.61 
354,8.52 
355,13.5 
356,5.61 
357,5.13 
358,26.4 
359,4.91 
360,15.9 
361,10.3 
362,7.24 
363,8.09 
364,9.92 
365,11.1 
366,5.82 
367,4.60 
368,7.05 
369,8.41 
370,36.8 
371,4.36 
372,6.02 
373,5.03 
374,21.3 
375,7.36 
376,4.33 
377,4.95 
378,8.86 
379,17.2 
380,5.28 
381,8.12 
382,9.18 
383,15.7 
384,5.79 
385,4.67 
386,6.90 
387,6.15 
388,17.8 
389,4.79 
390,12.4 
391,5.28 
392,7.63 
393,21.6 
394,4.39 
395,9.04 
396,7.21 
397,10.9 
398,7.62 
399,7.25 
400,4.24 
401,7.64 
402,11.5 
403,5.30 
404,3.50 
405,5.02 
406,9.98 
407,4.41 
408,6.14 
409,11.9 
410,16.3 
411,17.4 
412,8.51 
413,6.00 
414,9.91 
415,9.73 
416,17.7 
417,5.18 
418,4.47 
419,4.73 
420,16.9 
421,7.74 
422,6.20 
423,5.56 
424,5.50 
425,25.6 
426,6.73 
427,8.94 
428,5.30 
429,6.72 
430,4.36 
431,4.64 
432,7.52 
433,4.20 
434,16.6 
435,8.40 
436,5.87 
437,4.41 
438,5.05 
439,9.58 
440,13.8 
441,15.0 
442,4.36 
443,14.8 
444,5.08 
445,4.78 
446,4.89 
447,9.68 
448,12.8 
449,6.15 
450,4.70 
451,4.81 
452,8.19 
453,5.59 
454,6.47 
455,4.63 
456,5.04 
457,30.4 
458,7.70 
459,5.35 
460,5.85 
461,7.93 
462,13.6 
463,6.74 
464,10.1 
465,10.1 
466,8.45 
467,4.83 
468,4.07 
469,7.84 
470,7.36 
471,16.2 
472,12.0 
473,7.09 
474,6.86 
475,6.39 
476,18.9 
477,6.64 
478,5.00 
479,5.74 
480,13.4 
481,8.33 
482,6.59 
483,19.9 
484,4.38 
485,8.86 
486,5.49 
487,5.49 
488,5.45 
489,14.8 
490,5.03 
491,11.5 
492,8.10 
493,7.48 
494,14.2 
495,5.49 
496,10.7 
497,4.28 
498,9.30 
499,6.26 
500,8.54 
501,6.70 
502,4.61 
503,22.7 
504,8.98 
505,6.46 
506,5.96 
507,14.3 
508,6.30 
509,4.17 
510,15.6 
511,11.3 
512,9.75 
513,18.4 
514,6.66 
515,5.40 
516,6.17 
517,4.49 
518,10.1 
519,9.36 
520,7.76 
521,9.27 
522,5.40 
523,5.30 
524,7.12 
525,9.21 
526,22.6 
527,12.5 
528,5.91 
529,6.80 
530,16.4 
531,11.2 
532,5.67 
533,6.31 
534,4.79 
535,6.24 
536,24.2 
537,8.85 
538,5.06 
539,20.3 
540,10.6 
541,4.45 
542,3.79 
543,5.29 
544,7.94 
545,9.49 
546,7.35 
547,5.49 
548,5.18 
549,5.55 
550,24.9 
551,5.30 
552,6.09 
553,4.86 
554,8.32 
555,10.4 
556,4.80 
557,6.51 
558,9.52 
559,12.1 
560,14.9 
561,10.8 
562,14.8 
563,8.18 
564,8.01 
565,6.02 
566,5.16 
567,14.0 
568,13.0 
569,11.7 
570,52.4 
571,4.85 
572,6.53 
573,7.56 
574,4.34 
575,5.07 
576,5.34 
577,10.1 
578,33.0 
579,8.26 
580,5.77 
581,6.45 
582,13.5 
583,35.2 
584,4.22 
585,15.4 
586,9.03 
587,7.45 
588,6.11 
589,10.2 
590,9.05 
591,15.6 
592,12.7 
593,7.62 
594,7.13 
595,20.1 
596,5.32 
597,5.22 
598,5.54 
599,5.30 
600,14.4 
601,40.4 

