Bytes_written    Bytes_read    Elapsed_time    start_time
1448    720307    5.26807    1.5914e+12
1448    721755    4.17188    1.5914e+12
1448    723203    41.469    1.5914e+12
1448    724651    6.64014    1.5914e+12
2896    727547    8.44702    1.5914e+12
1448    728995    6.50806    1.5914e+12
7240    736235    2.2251    1.5914e+12
1448    737683    22.5391    1.5914e+12
2896    740579    49.0779    1.5914e+12
4344    744923    9.35913    1.5914e+12
1448    746371    8.03003    1.5914e+12
1448    747819    6.2251    1.5914e+12
1448    749267    27.2271    1.5914e+12
7240    756507    12.146    1.5914e+12
1448    757955    11.8472    1.5914e+12
1448    759403    1.05884    1.5914e+12
1448    760851    12.7329    1.5914e+12
1448    762299    20.0952    1.5914e+12
1448    763747    6.20581    1.5914e+12
1448    765195    8.76709    1.5914e+12
1448    766643    2.50488    1.5914e+12
1448    768091    2.54004    1.5914e+12
1448    769539    13.134    1.5914e+12
1448    770987    3.38989    1.5914e+12
1448    772435    8.13403    1.5914e+12
1448    773883    4.11304    1.5914e+12
1448    775331    6.68506    1.5914e+12
1448    776779    10.064    1.5914e+12
1448    778227    9.40308    1.5914e+12
1448    779675    6.7251    1.5914e+12
1448    781123    23.7249    1.5914e+12
1448    782571    0.0949707    1.5914e+12
1448    784019    11.4341    1.5914e+12
1448    785467    2.03296    1.5914e+12
2896    788363    5.05005    1.5914e+12
1448    789811    11.7351    1.5914e+12
1448    791259    8.15405    1.5914e+12
1448    792707    9.47119    1.5914e+12
1448    794155    12.9241    1.5914e+12
1448    795603    5.37183    1.5914e+12
2896    798499    12.3169    1.5914e+12
1541    800040    39.5789    1.5914e+12
2896    802936    -729.955    1.5914e+12
1448    804384    0.0419922    1.5914e+12
1448    805832    8.44482    1.5914e+12
1448    807280    3.8479    1.5914e+12
1448    808728    3.40894    1.5914e+12
2896    811624    11.7312    1.5914e+12
1448    813072    7.854    1.5914e+12
1448    814520    9.30493    1.5914e+12
1448    815968    4.84497    1.5914e+12
1448    817416    0.915039    1.5914e+12
1448    818864    49.563    1.5914e+12
1448    820312    13.2019    1.5914e+12
1448    821760    42.1208    1.5914e+12
1448    823208    53.4731    1.5914e+12
2896    826104    0.0952148    1.5914e+12
1448    827552    1.66797    1.5914e+12
7240    834792    8.17896    1.5914e+12
2896    837688    3.77808    1.5914e+12
1448    839136    11.729    1.5914e+12
1448    840584    38.3621    1.5914e+12
1448    842032    11.519    1.5914e+12
1448    843480    13.2261    1.5914e+12
1448    844928    8.73804    1.5914e+12
1448    846376    0.406006    1.5914e+12
1448    847824    46.0249    1.5914e+12
13032    860856    2.97192    1.5914e+12
1448    862304    1.76196    1.5914e+12
1448    863752    8.47412    1.5914e+12
1448    865200    6.44702    1.5914e+12
1448    866648    12.9041    1.5914e+12
1448    868096    9.77002    1.5914e+12
1448    869544    15.8521    1.5914e+12
1448    870992    7.38403    1.5914e+12
1448    872440    11.0891    1.5914e+12
1448    873888    33.647    1.5914e+12
1448    875336    44.2129    1.5914e+12
1448    876784    46.665    1.5914e+12
1448    878232    47.4438    1.5914e+12
1448    879680    19.509    1.5914e+12
1448    881128    47.1521    1.5914e+12
1448    882576    21.3391    1.5914e+12
1448    884024    0.105957    1.5914e+12
1448    885472    1.68604    1.5914e+12
1448    886920    0.0869141    1.5914e+12
1448    888368    5.58521    1.5914e+12
1448    889816    54.8989    1.5914e+12
2896    892712    20.8298    1.5914e+12
1448    894160    45.062    1.5914e+12
1448    895608    45.7898    1.5914e+12
1448    897056    45.7151    1.5914e+12
2989    900045    -984.579    1.5914e+12
1448    901493    842.24    1.5914e+12
1448    902941    12.8682    1.5914e+12
1448    904389    8.56714    1.5914e+12
1448    905837    96.375    1.5914e+12
7240    913077    9.99194    1.5914e+12
1448    914525    14.3921    1.5914e+12
1448    915973    -943.561    1.5914e+12
1448    917421    1.48315    1.5914e+12
1448    918869    4.39209    1.5914e+12
1448    920317    2.28296    1.5914e+12
1448    921765    7.74902    1.5914e+12
1448    923213    11.4519    1.5914e+12
2896    926109    15.926    1.5914e+12
1448    927557    14.7151    1.5914e+12
1448    929005    6.54199    1.5914e+12
1448    930453    2.09399    1.5914e+12
4344    934797    19.824    1.5914e+12
1448    936245    22.092    1.5914e+12
1448    937693    17.9631    1.5914e+12
1448    939141    78.575    1.5914e+12
1448    940589    20.3879    1.5914e+12
2896    943485    0.0991211    1.5914e+12
1448    944933    39.9121    1.5914e+12
2896    947829    7.60107    1.5914e+12
1448    949277    2.47314    1.5914e+12
1448    950725    9.96094    1.5914e+12
1448    952173    2.35205    1.5914e+12
1448    953621    27.95    1.5914e+12
1448    955069    6.13696    1.5914e+12
2896    957965    0.349854    1.5914e+12
2896    960861    0.372803    1.5914e+12
1448    962309    10.3152    1.5914e+12
1448    963757    7.52808    1.5914e+12
2896    966653    25.665    1.5914e+12
1448    968101    10.8979    1.5914e+12
1448    969549    54.084    1.5914e+12
2896    972445    0.199951    1.5914e+12
1448    973893    37.4929    1.5914e+12
13032    986925    13.3311    1.5914e+12
2896    989821    15.2209    1.5914e+12
1448    991269    13.2458    1.5914e+12
4344    995613    22.085    1.5914e+12
1448    997061    77.7629    1.5914e+12
2896    999957    5.23486    1.5914e+12
93    1000050    18.563    1.5914e+12
1448    1001498    -75.4719    1.5914e+12
1448    1002946    8.08398    1.5914e+12
1448    1004394    8.18506    1.5914e+12
1448    1005842    5.41504    1.5914e+12
1448    1007290    3.59595    1.5914e+12
1448    1008738    13.4851    1.5914e+12
2896    1011634    3.32593    1.5914e+12
1448    1013082    13.512    1.5914e+12
1448    1014530    0.408936    1.5914e+12
1448    1015978    7.72192    1.5914e+12
1448    1017426    4.97485    1.5914e+12
1448    1018874    11.9929    1.5914e+12
1448    1020322    14.9822    1.5914e+12
2896    1023218    0.761963    1.5914e+12
1448    1024666    22.814    1.5914e+12
2896    1027562    7.11792    1.5914e+12
1448    1029010    36.217    1.5914e+12
4344    1033354    15.7561    1.5914e+12
1448    1034802    0.125977    1.5914e+12
1448    1036250    12    1.5914e+12
1448    1037698    0.752197    1.5914e+12
1448    1039146    9.6438    1.5914e+12
1448    1040594    3.82886    1.5914e+12
1448    1042042    0.583984    1.5914e+12
1448    1043490    4.18896    1.5914e+12
1448    1044938    7.39697    1.5914e+12
1448    1046386    4.15601    1.5914e+12
1448    1047834    5.0061    1.5914e+12
1448    1049282    29.5642    1.5914e+12
1448    1050730    9.125    1.5914e+12
1448    1052178    25.1858    1.5914e+12
1448    1053626    12.0601    1.5914e+12
1448    1055074    2.82886    1.5914e+12
2896    1057970    4.81592    1.5914e+12
1448    1059418    8.17017    1.5914e+12
4344    1063762    1.40503    1.5914e+12
1448    1065210    3.98291    1.5914e+12
1448    1066658    5.13208    1.5914e+12
1448    1068106    7.98779    1.5914e+12
1448    1069554    3.70605    1.5914e+12
1448    1071002    3.94604    1.5914e+12
1448    1072450    5.73999    1.5914e+12
1448    1073898    5.57397    1.5914e+12
1448    1075346    -974.409    1.5914e+12
1448    1076794    15.4958    1.5914e+12
4344    1081138    24.042    1.5914e+12
1448    1082586    8.17993    1.5914e+12
1448    1084034    6.5769    1.5914e+12
5792    1089826    2.07812    1.5914e+12
1448    1091274    0.959961    1.5914e+12
1448    1092722    5.60498    1.5914e+12
1448    1094170    6.80396    1.5914e+12
1448    1095618    3.63403    1.5914e+12
1448    1097066    6.47607    1.5914e+12
1448    1098514    10.886    1.5914e+12
1448    1099962    3.83594    1.5914e+12
93    1100055    1.79077    1.5914e+12
1448    1101503    113.585    1.5914e+12
2896    1104399    6.3938    1.5914e+12
1448    1105847    16.929    1.5914e+12
1448    1107295    1.77905    1.5914e+12
4344    1111639    9.32788    1.5914e+12
1448    1113087    5.95898    1.5914e+12
1448    1114535    0.109131    1.5914e+12
1448    1115983    7.16602    1.5914e+12
1448    1117431    6.04297    1.5914e+12
1448    1118879    5.92603    1.5914e+12
5792    1124671    35.498    1.5914e+12
1448    1126119    23.9409    1.5914e+12
1448    1127567    6.36597    1.5914e+12
1448    1129015    1.04907    1.5914e+12
1448    1130463    7.68213    1.5914e+12
1448    1131911    8.54102    1.5914e+12
1448    1133359    2.38403    1.5914e+12
1448    1134807    4.50122    1.5914e+12
1448    1136255    1.56494    1.5914e+12
1448    1137703    5.29004    1.5914e+12
1448    1139151    8.21802    1.5914e+12
1448    1140599    1.19092    1.5914e+12
2896    1143495    10.408    1.5914e+12
1448    1144943    15.2839    1.5914e+12
1448    1146391    4.1748    1.5914e+12
1448    1147839    4.6272    1.5914e+12
2896    1150735    7.71899    1.5914e+12
1448    1152183    4.25098    1.5914e+12
1448    1153631    13.7549    1.5914e+12
1448    1155079    15.9231    1.5914e+12
4344    1159423    6.55786    1.5914e+12
1448    1160871    4.12402    1.5914e+12
1448    1162319    16.7661    1.5914e+12
1448    1163767    26.335    1.5914e+12
1448    1165215    4.04199    1.5914e+12
8688    1173903    10.6851    1.5914e+12
1448    1175351    14.5981    1.5914e+12
1448    1176799    10.7439    1.5914e+12
5792    1182591    6.16602    1.5914e+12
1448    1184039    4.073    1.5914e+12
1448    1185487    7.21216    1.5914e+12
1448    1186935    6.99609    1.5914e+12
1448    1188383    7.87183    1.5914e+12
1448    1189831    6.34302    1.5914e+12
1448    1191279    6.26221    1.5914e+12
1448    1192727    7.4751    1.5914e+12
1448    1194175    8.88501    1.5914e+12
1448    1195623    9.19995    1.5914e+12
1448    1197071    4.58008    1.5914e+12
2989    1200060    76.384    1.5914e+12
2896    1202956    -488.25    1.5914e+12
1448    1204404    5.8728    1.5914e+12
2896    1207300    3.39404    1.5914e+12
1448    1208748    11.7229    1.5914e+12
2896    1211644    -170.688    1.5914e+12
1448    1213092    493.635    1.5914e+12
5792    1218884    2.74683    1.5914e+12
15928    1234812    133.932    1.5914e+12
1448    1236260    9.948    1.5914e+12
1448    1237708    7.86719    1.5914e+12
1448    1239156    -426.628    1.5914e+12
1448    1240604    9.80493    1.5914e+12
1448    1242052    16.2771    1.5914e+12
1448    1243500    9.09912    1.5914e+12
1448    1244948    8.99194    1.5914e+12
4344    1249292    343.838    1.5914e+12
4344    1253636    6.15698    1.5914e+12
1448    1255084    77.6619    1.5914e+12
1448    1256532    83.5852    1.5914e+12
13032    1269564    -758.965    1.5914e+12
1448    1271012    7.30908    1.5914e+12
4344    1275356    19.7319    1.5914e+12
2896    1278252    1.35718    1.5914e+12
1448    1279700    20.8198    1.5914e+12
4344    1284044    6.09912    1.5914e+12
1448    1285492    40.7649    1.5914e+12
1448    1286940    71.134    1.5914e+12
4344    1291284    59.2778    1.5914e+12
1448    1292732    0.584961    1.5914e+12
5792    1298524    116.829    1.5914e+12
1448    1299972    27.7241    1.5914e+12
8688    1308660    -280.782    1.5914e+12
1448    1310108    296.461    1.5914e+12
4344    1314452    0.782227    1.5914e+12
8688    1323140    28.8069    1.5914e+12
1448    1324588    386.388    1.5914e+12
1448    1326036    -498.434    1.5914e+12
14480    1340516    3.38989    1.5914e+12
1448    1341964    84.812    1.5914e+12
4344    1346308    1.06299    1.5914e+12
1448    1347756    14.197    1.5914e+12
1448    1349204    193.261    1.5914e+12
1448    1350652    35.9399    1.5914e+12
5792    1356444    6.61499    1.5914e+12
1448    1357892    12.5771    1.5914e+12
1448    1359340    103.512    1.5914e+12
1448    1360788    30.7551    1.5914e+12
1448    1362236    49.394    1.5914e+12
1448    1363684    -680.615    1.5914e+12
1448    1365132    11.2319    1.5914e+12
4344    1369476    0.291016    1.5914e+12
1448    1370924    78.6318    1.5914e+12
1448    1372372    67.2    1.5914e+12
1448    1373820    31.9829    1.5914e+12
1448    1375268    29.333    1.5914e+12
1448    1376716    44.8921    1.5914e+12
1448    1378164    155.417    1.5914e+12
1448    1379612    63.4448    1.5914e+12
1448    1381060    29.4771    1.5914e+12
2896    1383956    0.457031    1.5914e+12
1448    1385404    6.13916    1.5914e+12
1448    1386852    -737.149    1.5914e+12
1448    1388300    5.0481    1.5914e+12
1448    1389748    0.451904    1.5914e+12
1448    1391196    104.956    1.5914e+12
1448    1392644    23.093    1.5914e+12
1448    1394092    6.74805    1.5914e+12
1448    1395540    212.015    1.5914e+12
1448    1396988    162.728    1.5914e+12
1448    1398436    273.858    1.5914e+12
1448    1399884    22.7659    1.5914e+12
1448    1401332    17.126    1.5914e+12
1448    1402780    13.9668    1.5914e+12
1448    1404228    -574.911    1.5914e+12
1448    1405676    43.7212    1.5914e+12
2896    1408572    127640    1.5914e+12
1436    1410008    411.612    1.5914e+12
12    1410020    99.2422    1.5914e+12
1436    1411456    170.336    1.5914e+12
2908    1414364    1.25    1.5914e+12
2884    1417248    267.924    1.5914e+12
12    1417260    3.90308    1.5914e+12
1448    1418708    -266.337    1.5914e+12
1448    1420156    9.07593    1.5914e+12
1448    1421604    8.23804    1.5914e+12
1448    1423052    5.99707    1.5914e+12
1448    1424500    4.45703    1.5914e+12
1448    1425948    13.594    1.5914e+12
1448    1427396    -220.28    1.5914e+12
1448    1428844    237.391    1.5914e+12
1448    1430292    1.08911    1.5914e+12
4344    1434636    15.2212    1.5914e+12
7240    1441876    0.333984    1.5914e+12
2896    1444772    0.943848    1.5914e+12
1448    1446220    26.3989    1.5914e+12
1448    1447668    0.353027    1.5914e+12
1448    1449116    182.97    1.5914e+12
1448    1450564    -446.52    1.5914e+12
2896    1453460    170.599    1.5914e+12
8688    1462148    253.839    1.5914e+12
2896    1465044    0.0532227    1.5914e+12
4344    1469388    16.323    1.5914e+12
7240    1476628    -436.901    1.5914e+12
2896    1479524    1.56104    1.5914e+12
1448    1480972    98.9509    1.5914e+12
8664    1489636    -382.619    1.5914e+12
1448    1491084    55.2979    1.5914e+12
1448    1492532    152.165    1.5914e+12
1448    1493980    6.92603    1.5914e+12
1448    1495428    18.9199    1.5914e+12
1448    1496876    5.06299    1.5914e+12
1448    1498324    209.992    1.5914e+12
1448    1499772    10.533    1.5914e+12
1448    1501220    222.18    1.5914e+12
1448    1502668    19.728    1.5914e+12
1448    1504116    0.827148    1.5914e+12
1448    1505564    -949.143    1.5914e+12
1448    1507012    166.542    1.5914e+12
1448    1508460    56.199    1.5914e+12
1448    1509908    69.7031    1.5914e+12
1448    1511356    46.2859    1.5914e+12
1448    1512804    33.522    1.5914e+12
1448    1514252    87.2668    1.5914e+12
1448    1515700    45.7249    1.5914e+12
1448    1517148    124.321    1.5914e+12
1448    1518596    53.2061    1.5914e+12
1448    1520044    19.7629    1.5914e+12
1448    1521492    11.0959    1.5914e+12
1448    1522940    2.97095    1.5914e+12
1448    1524388    0.505859    1.5914e+12
1448    1525836    1.03198    1.5914e+12
1448    1527284    5.16016    1.5914e+12
1448    1528732    0.343994    1.5914e+12
1448    1530180    3.13892    1.5914e+12
1448    1531628    0.947998    1.5914e+12
1448    1533076    5.88916    1.5914e+12
1448    1534524    10.4529    1.5914e+12
1448    1535972    14.655    1.5914e+12
1448    1537420    3.96704    1.5914e+12
1448    1538868    8.677    1.5914e+12
1448    1540316    57.978    1.5914e+12
1448    1541764    9.48193    1.5914e+12
1448    1543212    7.97998    1.5914e+12
1448    1544660    103.305    1.5914e+12
1448    1546108    4.15381    1.5914e+12
1448    1547556    9.62793    1.5914e+12
1448    1549004    6.89795    1.5914e+12
1448    1550452    6.57202    1.5914e+12
1448    1551900    -993.51    1.5914e+12
1448    1553348    7.89111    1.5914e+12
1448    1554796    5.66504    1.5914e+12
1448    1556244    5.79199    1.5914e+12
1448    1557692    146.016    1.5914e+12
1448    1559140    1.43286    1.5914e+12
1448    1560588    0.995117    1.5914e+12
1448    1562036    0.73291    1.5914e+12
1448    1563484    0.545898    1.5914e+12
5792    1569276    3.84521    1.5914e+12
1448    1570724    9.71704    1.5914e+12
1448    1572172    1.25293    1.5914e+12
1448    1573620    4.52197    1.5914e+12
1448    1575068    9.2229    1.5914e+12
1448    1576516    8.66504    1.5914e+12
1448    1577964    3.79492    1.5914e+12
1448    1579412    7.47607    1.5914e+12
4344    1583756    34.606    1.5914e+12
1448    1585204    252.515    1.5914e+12
1448    1586652    0.509033    1.5914e+12
2896    1589548    11.408    1.5914e+12
4344    1593892    10.0251    1.5914e+12
1448    1595340    37.25    1.5914e+12
1448    1596788    24.1418    1.5914e+12
1448    1598236    1.79419    1.5914e+12
2896    1601132    17.9221    1.5914e+12
1448    1602580    0.101074    1.5914e+12
2896    1605476    18.9128    1.5914e+12
1448    1606924    11.5488    1.5914e+12
2896    1609820    27.9441    1.5914e+12
2896    1612716    76.3689    1.5914e+12
4344    1617060    39.0061    1.5914e+12
1448    1618508    11.8352    1.5914e+12
1448    1619956    29.106    1.5914e+12
1448    1621404    21.0469    1.5914e+12
2896    1624300    69.2139    1.5914e+12
1448    1625748    -901.176    1.5914e+12
4344    1630092    69.2419    1.5914e+12
8688    1638780    3.3772    1.5914e+12
1448    1640228    2.66895    1.5914e+12
1448    1641676    21.1689    1.5914e+12
1448    1643124    0.0510254    1.5914e+12
1448    1644572    8.36816    1.5914e+12
1448    1646020    15.062    1.5914e+12
2896    1648916    88.4341    1.5914e+12
1448    1650364    77.1309    1.5914e+12
1448    1651812    6.29199    1.5914e+12
1448    1653260    0.572998    1.5914e+12
