server is ready at port: 9000
new connection: 192.168.2.14:42935
Recv Rate(Mb/s)	RTT(ms)	Packets Recvd
5.58045		10000	499		
5.18221		10000	445		
3.3647		10000	289		
3.5273		10000	303		
3.28385		10000	282		
4.71424		10000	405		
2.73663		10000	235		
0.896701		10000	77		
3.20248		10000	275		
4.85607		10000	417		
6.11387		10000	525		
8.8154		10000	757		
3.8081		10000	327		
6.52185		10000	560		
5.6016		10000	481		
5.46177		10000	469		
4.92624		10000	423		
4.47207		10000	384		
4.61184		10000	396		
5.28725		10000	454		
7.54626		10000	648		
7.22019		10000	620		
5.08908		10000	437		
3.05117		10000	262		
1.6186		10000	139		
1.46729		10000	126		
1.00149		10000	86		
2.28248		10000	196		
5.34537		10000	459		
2.18935		10000	188		
4.54192		10000	390		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
5.85791		10000	503		
5.6249		10000	483		
7.59317		10000	652		
5.20583		10000	447		
4.06431		10000	349		
3.22582		10000	277		
7.9884		10000	686		
9.80053		10000	842		
13.6601		10000	1173		
8.18346		10000	703		
9.09551		10000	781		
8.36974		10000	719		
11.7665		10000	1011		
8.68504		10000	746		
4.60003		10000	395		
6.87082		10000	590		
10.8184		10000	929		
7.18517		10000	617		
7.70947		10000	662		
9.96864		10000	856		
2.93468		10000	252		
6.46055		10000	555		
6.533		10000	561		
8.30295		10000	713		
6.3673		10000	547		
4.06427		10000	349		
3.71488		10000	319		
4.68142		10000	402		
4.21554		10000	362		
3.17912		10000	273		
2.34068		10000	201		
7.22011		10000	620		
3.2724		10000	281		
3.69165		10000	317		
2.50379		10000	215		
6.7544		10000	580		
3.10919		10000	267		
2.39798		10000	206		
6.62329		10000	569		
6.24094		10000	536		
6.32321		10000	543		
6.69633		10000	575		
4.71638		10000	405		
8.80392		10000	756		
4.64642		10000	399		
2.02627		10000	174		
2.94633		10000	253		
3.09772		10000	266		
2.41061		10000	207		
2.46886		10000	212		
8.18688		10000	703		
5.24042		10000	450		
4.51848		10000	388		
2.55039		10000	219		
3.86632		10000	332		
1.79339		10000	154		
2.76014		10000	237		
3.23748		10000	278		
2.92297		10000	251		
1.25772		10000	108		
0.722061		10000	62		
2.15442		10000	185		
3.13267		10000	269		
2.50387		10000	215		
9.18381		10000	789		
2.29313		10000	197		
3.81809		10000	328		
3.48042		10000	299		
2.38728		10000	205		
1.40912		10000	121		
2.51531		10000	216		
2.58541		10000	222		
4.61169		10000	396		
2.63188		10000	226		
4.61183		10000	396		
3.76151		10000	323		
3.81985		10000	328		
3.98271		10000	342		
10.7259		10000	921		
8.47801		10000	728		
4.53029		10000	389		
7.13746		10000	613		
5.07763		10000	436		
5.3807		10000	462		
6.20727		10000	533		
1.45575		10000	125		
1.25766		10000	108		
6.31148		10000	542		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
1.02482		10000	88		
6.01766		10000	517		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
2.13025		10000	183		
6.30043		10000	541		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
0		10000	0		
2.10785		10000	181		
2.13119		10000	183		
2.44548		10000	210		
6.74277		10000	579		
3.34078		10000	287		
3.21269		10000	276		
0.861695		10000	74		
1.76981		10000	152		
1.49061		10000	128		
0.698739		10000	60		
1.31596		10000	113		
8.45474		10000	726		
9.42134		10000	809		
8.874		10000	762		
7.69778		10000	661		
8.83889		10000	759		
9.1884		10000	789		
6.05567		10000	520		
10.6205		10000	912		
12.2512		10000	1052		
3.91293		10000	336		
2.93476		10000	252		
3.6216		10000	311		
2.48063		10000	213		
5.26372		10000	452		
4.47216		10000	384		
3.23747		10000	278		
2.17771		10000	187		
0.885051		10000	76		
1.31592		10000	113		
2.73669		10000	235		
6.84786		10000	588		
3.81972		10000	328		
3.30725		10000	284		
3.00347		10000	258		
4.19051		10000	360		
4.51655		10000	388		
3.5517		10000	305		
5.38027		10000	462		
4.96124		10000	426		
7.91898		10000	680		
8.10526		10000	696		
5.57804		10000	479		
6.50938		10000	559		
5.53169		10000	475		
3.83144		10000	329		
4.00608		10000	344		
3.79645		10000	326		
5.67129		10000	487		
7.17402		10000	616		
5.81122		10000	499		
7.58123		10000	651		
6.32368		10000	543		
4.80943		10000	413		
3.54043		10000	304		
4.28577		10000	368		
3.86622		10000	332		
3.58681		10000	308		
5.86953		10000	504		
3.3191		10000	285		
1.25769		10000	108		
3.42386		10000	294		
3.0279		10000	260		
6.9872		10000	600		
4.06293		10000	349		
4.66788		10000	401		
3.49211		10000	300		
1.6529		10000	142		
4.75096		10000	408		
2.41073		10000	207		
2.92317		10000	251		
6.90582		10000	593		
4.45984		10000	383		
4.85607		10000	417		
8.45457		10000	726		
5.2054		10000	447		
6.475		10000	556		
2.78323		10000	239		
2.77046		10000	238		
4.26221		10000	366		
6.46324		10000	555		
1.09423		10000	94		
6.16031		10000	529		
8.10569		10000	696		
3.65672		10000	314		
3.81957		10000	328		
0.989853		10000	85		
1.8749		10000	161		
2.64355		10000	227		
3.1559		10000	271		
3.60979		10000	310		
6.32351		10000	543		
5.06575		10000	435		
5.20537		10000	447		
3.07309		10000	264		
2.17675		10000	187		
2.17662		10000	187		
2.44512		10000	210		
1.38573		10000	119		
3.15585		10000	271		
3.92456		10000	337		
2.02631		10000	174		
4.2158		10000	362		
7.73293		10000	664		
5.26392		10000	452		
6.11403		10000	525		
6.94058		10000	596		
9.51403		10000	817		
10.073		10000	865		
6.85957		10000	589		
4.80944		10000	413		
3.91315		10000	336		
5.90224		10000	507		
2.63166		10000	226		
2.1074		10000	181		
1.09463		10000	94		
2.13115		10000	183		
3.13145		10000	269		
2.4794		10000	213		
4.5397		10000	390		
3.81788		10000	328		
3.06286		10000	263		
5.47334		10000	470		
5.10027		10000	438		
6.41616		10000	551		
7.14976		10000	614		
6.44921		10000	554		
5.01703		10000	431		
3.88791		10000	334		
5.05409		10000	434		
4.07407		10000	350		
3.55165		10000	305		
4.6114		10000	396		
6.52109		10000	560		
7.20861		10000	619		
6.53291		10000	561		
2.35233		10000	202		
4.01721		10000	345		
6.25208		10000	537		
6.80072		10000	584		
5.17049		10000	444		
4.28357		10000	368		
8.45369		10000	726		
3.91249		10000	336		
3.00441		10000	258		
3.01605		10000	259		
3.76137		10000	323		
1.45566		10000	125		
3.0267		10000	260		
1.16405		10000	100		
2.48001		10000	213		
2.28234		10000	196		
1.07132		10000	92		
2.9683		10000	255		
2.73671		10000	235		
3.83112		10000	329		
2.2233		10000	191		
3.16644		10000	272		
2.09612		10000	180		
4.85605		10000	417		
4.58626		10000	394		
4.3069		10000	370		
4.35391		10000	374		
1.51323		10000	130		
